Completion_Time,Feedback_Rating,Attendance,Performance_Score
4.51,3.55,68.7,75.6
3.38,5,4.18,69.55
4.02,1,77.87,58.35
4.95,5,94.47,88.75
1.21,4.76,79.7,99.48
4.62,2.53,95.98,62.58
6.22,2.38,43.22,55.45
1.19,3.11,84.76,93.05
2.17,3.75,82.43,91.47
5.03,3.87,83.52,82.22
3.21,1.26,82.25,58.86
3.52,2.32,61.08,71.44
2.01,5,57.18,78.27
3.83,5,98.93,92.92
1.86,4.3,16.01,90.35
4.14,5,73.39,87.8
5.43,2.05,71.25,63.25
2.58,4.12,68,88.68
3.53,4.31,51.42,70.38
6.47,2.49,59.77,57.39
5.6,3.61,95.26,59.08
5.85,4.07,69.77,68.59
3.27,5,78.21,88.98
6.08,1.83,3.61,59.46
1.47,1,1.53,67.13
1.83,3.26,98.46,98.17
2.42,3.28,85.89,84.84
3.62,5,57.16,84.05
6.33,1.81,51.16,41.62
2.65,2.08,91.26,59.84
4.84,2.77,92.05,65.23
5.06,1,87.32,51.87
3.958567264,1.85,32.32,53.68
3.05,3.1,81.99,62.48
4.58,1,65.81,49.2
2.73,1,72.53,57.08
1.31,2.82,69.12,98.58
7,2.91,95.68,48.84
1.84,3.58,61.71,75.64
1.8,4.39,41.7,92.44
6.56,1.71,68.05,62.11
3.28,3.27,83.15,81.73
5,2.82,45.91,72.51
3.17,5,96.2,93.51
3.71,5,23.56,76.55
2.91,3.37,61.03,78.01
3.958567264,2.56,88.32,90.15
3.46,2.94,41,69.15
5.09,3.71,58.29,45.32
4.45,5,75.17,82.14
6.94,1.17,82.61,59.4
1.59,3.62,0.83,94.01
3.66,2.76,64.58,45.71
4.32,4.19,90.47,63.72
6.44,4,39.27,72.98
1.63,1,0,65.97
4.83,3.77,64.1,78.2
5.9,4,81.96,76.33
2.64,5,59.97,86.67
3.958567264,3.05,91.37,61.55
1.02,2.59,4.72,87.59
5.38,3.48,62.76976795,71.32
6.87,3.1,95.78,70.26
5.33,2.52,69.59,61.86
3.47,5,61.75,85.51
1.3,2.74,9.08,87.73
6.67,4,78.66,73.77
3.65,1.8,28.5,45.92
1.66,2.36,3.63,66.21
5.52,3.61,69.91,61.88
3.69,4.14,64.56,61.65
3.958567264,2.13,85.51,93.63
2.02,2.44,82.57,66.41
1.4,5,72.04,93.96
4.63,3.86,69.89,52.55
4.32,1,62.76976795,54.97
4.4,2.909313072,37.91,51.08
5.99,1.32,54.28,52.59
6.66,2.03,9.58,35.79
4.22,2.4,66.06,43.51
1.41,3.78,2.87,96.97
5.46,3.35,88.69,56.8
3.14,1,69.79,62.5
4.23,3.97,63.07,79.35
5.27,2.97,91.37,55.18
3.12,3.55,66.69,79.81
6.4,1.89,93.81,45.56
2.21,2.19,80.84,74.43
4.62,2.8,4.57,74.7
1,1.8,5.01,55.91
6.7,2.909313072,56.13,69.34
1.79,4,80.01,93.19
1.33,1.8,51.18,68.1
3.06,2.96,84.66,90.61
3.45,2.909313072,62.76976795,58.36
2.37,1,76.19,64.11
4.69,1.82,48.84,39.7
3.42,2.43,85.87,72.46
1.54,2.909313072,4.56,95.19
2.87,2.909313072,62.76976795,66.71
6.35,4.15,89.3,71.21
4.66,3.67,50.69,63.55
5.23,3.2,66.9,65.9
4.87,1.94,63.74,71.36
2.93,4,94.4,94.67
1.34,1,9.67,57.52
2.87,2.02,71.98,64.52
6.37,3.65,50.05,62.13
3.958567264,4.59,54.17,53.51
3.62,2.909313072,70.8,64.62
1.44,3,3.44,79.35
1.7,3.47,77.45,85.32
2.86,3.38,62.76976795,71.05
4.19,4.11,82.32,73.35
1.38,1,32.1,61.27
6.39,2.71,84.7,56.1
3.958567264,2.22,11.33,60.03
6.48,3.76,77.44,55.49
5.97,4,70.05,76
5.34,2.72,65.16,59.77
4.65,1,75.79,46.27
4.52,4.36,0.55,65.08
5.26,2.28,98.27,84.27
4.79,3.92,91.65,80.16
3.99,3.85,85.86,66.38
6.69,3.6,73.95,40.94
4.97,2.66,69.61,59.46
5.19,4.85,51.63,53.94
6.26,5,67.95,73.3
2.13,3.38,92.42,89.67
1.96,1.78,69.2,81.12
3.57,4.57,73.08,68.91
4.37,1,27.5,57.77
5.8,3.25,63.71,65.48
3.38,4.58,53.09,60.83
4.9,2.98,80.69,83.59
4.46,3.63,72.4,62.56
1.36,2.87,6.94,64.55
4.89,3.53,77.34,71.43
6.46,1,89.94,45.76
2.04,1,87.55,71.05
4.17,2.21,88.57,65.78
4.12,1.96,48.04,75.69
2.16,1,67.69,72.05
1.9,1,96.67,64.17
7,4.27,52.71,46.91
2.97,3.45,57.63,66.45
2.8,3.69,70.98,95.26
2.08,3.8,3.14,74.91
5.16,4.64,50.41,64.21
4.19,1.68,85.97,60.9
5.32,2.04,77.94,76.95
1.59,3.68,0.44,88.34
3.958567264,5,71.17,68.16
3.78,2.74,75.97,50.28
3.31,2.59,58.09,68.29
3.49,2.909313072,62.76976795,72.79
3.77,1.8,37.25,51.73
6.42,1.64,85.48,52.35
6.1,5,62.76976795,77.96
2.56,1,74.01,73.95
6.09,3.94,78.58,73.48
5.77,1.03,77.96,37.81
6.78,1.87,65.35,60.76
2.18,4.92,54.87,70.15
4.8,2,94.84,68.98
3,5,80,90.42
6.07,1.8,84.89,50.5
1.45,5,7.6,100
4.7,2.909313072,87.82,73.13
2.76,1,79.22,67.73
3.24,3.61,26.39,84.04
5.32,3.52,1.17,64.45
5.75,2.26,65.28,70.35
5.14,1.56,56.89,55.35
5.64,4.2,54.4,68.21
2.61,2.55,86.02,83.05
4.39,1,85.2,55.57
3.99,1.6,85.01,75.91
1.3,1,8.53,74.96
3.958567264,4.25,67.45,60.71
5.12,1,78.06,54.84
4.75,1,80.97,48.44
5.41,3.45,98.97,52.56
4.53,2.95,65.62,59.11
1.75,3.73,97.82,90.16
1.51,3.81,57.44,72.48
4.6,1.79,88.2,56.61
2.16,5,81.64,86.65
1.67,5,64.2,97.51
3.28,2.23,51.43,59.31
4.31,3.52,22.32,71.46
2.68,3.38,53.48,70.91
4.84,1.85,57.56,73.39
4.84,1.91,41.13,59.91
2.92,1.8,95.31,63.58
5.46,3.46,73.38,74.08
4.6,5,16.83,72.7
5.27,1.29,28,39.41
3.82,3.3,62.76976795,51.38
1.46,3.45,9.73,91.52
5.42,3.41,90.78,77.19
2.93,4,99.9,88.1
6.63,1,70.61,36.56
6.4,2.52,62.76976795,52.24
3.958567264,1,31.72,42.84
2.14,2.909313072,79.39,69.12
2.18,1.86,98.1,66.23
3.01,4,55.18,84.71
4.16,3.91,56.08,63.35
3.2,3.4,85.09,95.1
3.67,2.84,83.36,48.99
1.8,3.51,62.53,67.04
6.67,1.84,90.66,50.8
3.958567264,2.35,9.92,67.86
6.65,5,96.29,76.11
6.86,4.15,60.05,42.45
4.08,1,54.07,44.98
5.57,1,66.98,45.24
3.41,1.12,59.39,43.86
3.958567264,2.04,76.35,69.45
3,2.909313072,56.67,71.79
3.11,2.9,74.55,78.35
4.23,2.73,83.03,78.49
4.18,1.8,68.25,55.15
4.39,1.37,51.4,43.54
3.958567264,2.02,98.7,90.46
3.11,2.89,90.97,85.58
1.55,1.51,53.67,65.96
1,1,72.46,61.27
2.2,1,81.75,53.43
1.41,3.75,59.53,66.57
1.46,1,62.76976795,62.09
5.82,1,54.39,52.11
1.19,4.28,2.67,76.16
4.59,1,57.06,44.5
2.32,3.02,87.95,60.46
6.58,4.39,66.13,73.47
3.57,1.34,62.2,71.98
3,3.74,62.76976795,98.64
4.03,1.38,86.8,59.68
3.76,3.51,63.82,75.84
3.96,1.8,93.63,60.77
2.02,1.47,51.24,84.52
6.97,1.32,30.28,40.41
3.06,1.81,71.37,46.67
2.85,5,63.04,89.92
5.17,3.02,40.13,58.92
2.99,3.71,73.44,86.46
5.86,3.94,82.68,57.44
4.15,3.91,62.76976795,61.94
5.18,2.4,80.42,57.63
1.56,2.82,9.6,89.45
6.34,4.86,6.91,51
5.7,2.7,70.51,78.67
1.85,1.9,76.6,60.31
2.07,5,55.15,90.39
2.88,3.12,82.7,73.07
6.49,2.52,71.33,40.09
2.3,2.04,98.72,84.27
3.29,3.82,55.39,67.36
1.04,1,0,64.37
3.14,1.8,62.76976795,55.64
4.31,1.63,61.43,52.83
6.8,2.44,7.53,54.46
4.33,2.07,62.76976795,57.44
6.02,2.39,58.87,38.71
4.46,1,64.67,41.6
1.61,4,3.94,100
3.26,5,93.79,98.67
4.81,1.93,89.92,64.03
6.35,5,24.31,72.9
5.9,4.49,78.27,68.49
2.37,2.08,12.87,51.81
2.18,1,45.27,53.98
1.84,4,90.3,99.36
6.32,2.52,62.76976795,55.78
6.6,2.37,57.5,65.43
5.5,4,62.76976795,70.17
3.28,2.59,29.75,64.96
3.54,2.79,69.66,45.83
4.01,3.35,62.76976795,59.18
2.43,1.07,67.48,58.34
3.63,1,96.85,66.39
1.65,2.44,6.77,76.51
2.07,3.07,92.14,64.01
6.55,2.47,1.4,45.94
5.97,2.909313072,83.06,56
3.45,3.16,74.84,60.14
4.32,4.47,50.11,59.21
2.93,1.72,80.67,71.22
5.64,1.58,67.8,59.37
5.22,2.75,55.89,70.15
5.21,2.23,72.23,43.37
5.27,1,86.78,46.01
1.74,5,98.08,100
2.99,2.03,62.76976795,67.37
3.84,2.07,45.28,77.28
3.1,1,62.76976795,63.04
5.13,2.909313072,66.7,66.73
2.66,3.7,57.11,88.02
3.958567264,2.54,64.09,78.26
3.55,1.22,94.96,62.96
6.41,4,57.97,63.07
2.4,2.17,66.46,86.2
4.95,3.8,47.31,77.9
3.17,1,92.36,59.65
1.34,4,96.89,94.61
3.76,2.35,42.93,55.69
5.62,1,72.33,56.35
3.77,4.11,58.07,63.62
6.05,1,57.84,43.53
3.13,3.45,63.59,91.59
1.35,4.23,75.48,80.29
6.65,1,0,36.67
2.8,2.62,1.54,74.21
4.94,5,89.16,85.25
6.07,3.24,91.35,53.79
3.08,4.19,93.2,82.57
4.86,1,62.76976795,51.42
1.38,3.64,93.35,82.44
2.79,1.95,75.5,68.3
1.66,2.22,80.35,74.24
5.99,1.92,87.94,39.9
3.958567264,2.909313072,71.27,93.43
5.64,2.5,53.68,63.85
6.44,2.8,67.51,53.54
4.25,1.53,50.98,66.11
4.52,2.16,59.62,66.15
3.76,1.52,57.42,54.48
3.29,1.44,64.65,64.81
3.48,3.66,30.57,58.59
4.85,1.1,87.17,55.44
7,3.32,62.94,33.51
6.46,3.03,62.76976795,53.82
6.04,4,84.96,69.95
5.91,2.41,67.77,45.22
3.95,1,50.99,40.4
4.99,1,0,44.19
5.91,4.72,97.26,81.15
3.61,2.32,69.26,84.84
7,4.98,96.93,59.25
3.9,4.52,63.71,79.99
4.66,4.38,0,60.22
5.21,3.93,60.71,77.15
7,1.99,54.26,41.83
2.37,1.8,94.82,68
5.64,3.35,3.45,75.83
4.24,2.909313072,97.73,68.62
2.48,2.51,92.6,85.93
5.25,2.02,62.76976795,52.52
3.83,2.909313072,59.35,70.12
4.9,3.7,91.31,61.28
2.92,1,60.42,47.67
4.21,5,69.4,78.8
4.61,4,62.76976795,82.38
3.21,3.88,93.74,95.25
2.15,2.87,83.02,88.73
3.958567264,4.53,91.95,67.22
3.66,1.24,73.7,69.16
5.01,2.909313072,85.87,48.7
3.29,1.56,99,69.19
2.64,1.96,57.67,58.59
3.16,4,61.2,93.48
3.75,1.8,76.12,55.11
4,3.69,82.16,88.91
3.87,2.09,93.89,68.01
4.43,1.86,32.38,75.42
1.93,3.04,34.34,60.47
3.54,1,76.36,59.85
1.57,4,50.96,87.14
1.87,1.86,74.83,71.43
6.64,1,64.55,38.47
4.2,2.59,96.4,57.73
4.68,1,54.39,45.03
3.84,1.8,72.97,56.64
6.52,4.37,6.14,63.19
4.77,2.62,55.71,67.53
5.37,4.02,85.07,69.39
2.84,2.909313072,79.47,53.33
6.66,4,42.34,58.21
6.34,3.94,68.35,68.26
5.67,2.69,54.51,29.15
2.52,4.13,89.31,76.05
2.34,2.08,66.19,57.81
2.62,4.97,83.39,85.16
2.18,5,67.88,83.91
6.21,4.41,47.36,72.46
1.17,1,4.76,75.92
1.63,3.63,90.09,87.76
2.68,2.909313072,62.76976795,57.22
2.1,4.08,69.94,70.63
2.63,3.89,62.76976795,73.36
5.32,2.01,53.79,32.47
4.42,1.86,80.23,73.04
1,2.97,9.94,84.03
3.52,3.32,52.99,75.52
3.74,2.89,73.47,62.12
1.32,4.41,76.72,99.09
5.5,3.99,25.16,77.62
5.6,4,52.67,68.24
5.24,3.91,62.76976795,61.55
4.88,4.05,73.57,70.64
1.29,4.09,7.29,92.2
7,1,82.06,47.95
5.56,3.51,57.22,57.93
6.84,1.85,81.67,69.26
1.5,4.74,9.52,99.44
6.57,2.909313072,73.24,57.22
6.16,1.89,90.07,51.97
5.96,2.73,66.62,62.35
1.62,5,57.35,91.54
5.25,1,93.67,48.66
6.42,1.3,60.61,38.78
5.32,1.17,25.54,58.67
3.92,1.48,64.02,60.06
6.75,1.89,84.18,42.46
4.02,1.35,90.02,70.48
4.32,5,62.76976795,71.68
3.958567264,1,67.61,47.1
6.69,1.72,56.29,45.48
1.21,3.05,77.05,90.18
4.36,4,64.63,77.89
4.99,4.74,1.03,84.48
5.83,2.49,50.02,43.88
4.23,5,32.72,79.41
5.99,2.74,71.63,37.55
6.32,3.78,97.91,69.45
1,3.37,94.54,93.58
3.38,1,99.7,65.19
1.23,1.03,8.35,78.5
2.52,3.12,52.33,49.14
3.81,2.49,65.3,81.36
6.45,2.909313072,83.79,49.24
6.38,3.3,56.76,57.26
1.89,2.44,65,59.1
1.16,1.8,52.81,59.09
4.93,2.97,73.75,81.48
4.61,3.81,60.45,73.74
2.42,5,54.56,87.14
6.52,1,27.36,48.18
6.55,1.8,67.56,36.27
3.86,4.61,76.88,66.16
3.958567264,3.78,87.45,61.14
3.76,2.5,55.63,48.34
5.12,3.73,89.56,71.53
3.71,1.45,51.31,53.65
2.02,1,72.16,67.92
6.85,1.33,79.37,50.52
3.95,1.25,97.85,75.1
5.77,2.91,78.7,71.64
3.4,3.73,6.1,67.76
1.25,4.7,9.03,82.1
1.56,1.8,69.79,61
3.95,3.66,73.97,85.68
5.05,5,59.85,75.46
3.13,5,75.04,75.54
5.08,1.87,57.5,38.77
4.84,2.95,87.2,66.6
4.83,1.52,79.7,70.54
4.38,4.78,53.93,78.09
6.01,5,94.48,78.28
3.55,5,80.82,84.28
3.958567264,2.86,65.81,48.66
1.96,3.81,25.44,86.65
2.76,5,81.61,82.19
1,4,8.14,92
4.43,1,95.38,68.02
2.79,2.08,14.8,57.4
3.08,3.65,51.96,67.28
5.22,1,66.2,51.65
3.13,1.43,98.24,69.31
2.56,2.43,51.39,79.81
2.22,1,85.8,57.45
5.62,1.4,61.07,40.64
1.55,1,85.07,64.88
3.958567264,1,93.44,75.41
3.91,3.99,55.04,84.9
4.84,2.49,61.94,48.14
4.71,3.18,51.2,42.17
6.12,4.46,52.19,71.03
1.25,5,4.59,87.06
2.58,1,62.76976795,60.02
3.01,5,64.91,80.1
2.26,3.42,48.04,80.91
2.67,5,89.39,84.54
2.73,1.98,40.11,73.51
4.24,5,47.04,81.46
4.54,1.98,50.58,39.25
3.48,1,78.4,65.68
5.6,1,56.24,47.79
2.92,4.4,88.23,74.08
2.41,5,24.06,89.45
3.78,4.04,83.71,69.13
1.28,2.78,2.52,70
1.25,4.23,80.83,82.03
3.47,1.67,63.35,59.19
6.55,5,63.35,64.58
5,3.2,6.36,75.06
1.54,4.34,50.64,82.51
6.04,4.65,59.08,60.05
5.51,3.88,47.16,68.51
4.42,3.34,90.85,75.49
5.63,1.8,38.91,43.21
3.73,5,82.67,92.07
2.53,4.73,48.75,88.95
4.34,2.97,53.23,71.81
3.958567264,4.79,81.09,85.62
3.95,2.21,90.7,85.17
4.47,5,99.62,84.03
7,4.61,51.48,60.47
6.8,2.4,83,43.93
6.58,1.99,70.73,54.76
5.35,3.12,50.49,56.93
6.98,1.32,80.72,52.77
3.958567264,4,56.12,86.03
2.15,3.05,68.93,82.72
3.89,5,63.07,72.58
6.12,2.909313072,68.06,73.16
3.76,2.84,74.63,60.07
5.51,3.74,67.96,67.56
2.22,1.21,77.64,85.38
2.88,1,61.93,65.03
5.83,1,81.77,46.1
1.97,3.58,92.69,95.31
3.02,3.18,61.2,70.33
2.76,5,75.39,86.14
3.02,2.98,46.96,75.1
4.79,3.48,29.04,47.85
3.43,3.15,68.28,67.72
4.11,2.909313072,82.11,59.74
1.15,5,51.41,92.85
5.35,1,68.5,31.73
3.65,4,76.63,90.36
4.64,3.92,51.03,73.15
5.3,5,75.38,79.48
2.71,2.71,51.7,77.59
6.28,5,87.96,79.44
4.28,2.38,55.67,54.84
3.62,1,69.65,59.42
1.68,1,80.31,71.09
6.25,2.78,68.16,73.87
5.88,2.66,62.45,39.06
2.04,2.98,78.64,74.93
3.21,1,94.09,65.69
5.87,1.95,76.03,54.48
4.89,1,83.07,49.69
5.61,5,67.88,71.99
3.22,3.16,69.41,68.68
5.15,2.909313072,3.4,76.46
3.34,5,85.28,85.26
2,2.88,67.96,94.49
4.96,4.64,59.54,60.55
6.41,1.55,68.47,53.67
2.84,2.31,92.69,80.18
3.98,2.74,86.91,73.85
4.97,3.38,66.73,68.79
4.62,2.909313072,1.47,79.56
6.19,5,53.74,65.59
6.03,2.15,52.49,62.74
1.13,2.56,56.37,58.52
7,1.6,55.82,55.99
5.62,1,54.39,38.19
6.43,4.13,83.07,61.03
5.31,4.51,80.04,73.63
6.19,4,82.38,82.08
2.03,1,62.76976795,66.8
3.13,1,87.84,59.81
6.36,1.11,0,34.67
2.16,1,81.12,77.67
1.12,5,79,94.88
5.78,4,0.53,80.09
6.49,1.95,40.61,62.28
2.27,2.909313072,52.94,85.61
6.38,3.89,82.67,51.86
5.26,1,62.76976795,47.65
3.97,1.8,64.16,44.38
5.65,4.21,48.15,77.7
3.24,4.72,19.21,70.86
1.67,3.59,98,89.06
2.88,3.16,55.5,60.24
4.34,2.32,53.38,56.97
3.96,4.63,62.76976795,82.12
5.42,1.06,71.36,42.74
5.59,2.09,0,67.03
4.28,1.24,87.23,64.71
5.63,2.76,94.94,50.89
1.91,2.97,63.01,80.2
1.14,1.32,81.44,75.72
6.65,3.69,23.85,57.19
1.28,5,69.33,85.67
2.77,2.94,64.65,74.92
5.3,4.91,61.43,67.7
3.3,2.32,82.24,76.74
6.58,1.15,56.51,40.98
2.89,3.74,55.66,86.47
1,2.36,0,86.75
2.37,1,85.54,60.2
4.72,2.61,96.77,88.79
3.21,2.98,0,84.38
4.12,4.27,77.58,85.25
5.91,2.53,49.42,71.29
6.13,2.909313072,66.77,47.9
2.9,1.03,85.78,79.77
3.958567264,2.46,49.44,68.09
3.958567264,2.6,64.39,70.18
6.49,5,39.29,63.23
7,5,65.51,61.78
2.53,2.31,65.8,55.33
5.66,5,90.3,74.09
2.77,2.98,54.95,86.22
1,4.18,0.2,83.3
1.43,3.94,5.24,89.67
3.6,2.909313072,53.66,75.27
4.16,1,62.76976795,62.59
1.3,2.29,5.05,77.87
4.77,3.7,53.26,65.52
3.03,4.6,75.49,74.89
3.97,1.28,97.96,73.99
3.04,4.65,78.45,93.51
2.49,2.11,76.58,88.87
3.9,2.89,6.64,56.63
2.69,1.8,62.76976795,56.72
4.24,1.97,99.86,61.91
2.36,3.83,63.71,72.1
4.28,3.97,33.86,61.33
1.45,3.07,8.04,68.27
4.63,1,67.46,45.89
5.62,2.04,53.57,54.97
1.17,2.27,62.89,75.51
4.22,2.94,53.5,68.88
1.42,1,78.61,77.99
4.35,2.94,3.95,50.23
2.48,2.62,90.74,90.52
4.52,1.54,50.16,41.86
4.53,3.53,0,70.38
6.17,3.7,82.97,70.38
4.57,1.15,95.4,68.89
3.958567264,4,29.28,79.71
3.5,2.3,46.18,53.81
6.97,2.78,76.9,54.45
5.38,3.63,93.71,59.91
2.74,1,20.21,42.98
5.89,3.57,71.22,56.16
3.18,2.28,59.12,55.84
5.58,3.48,51.08,52.53
5.58,2.75,25.38,70.88
2.24,2.14,98.82,62.53
4.82,3.11,60.74,49.63
2.81,1,62.68,76.01
2.87,1.82,60.26,65.57
3.18,4.9,75.66,86.11
5.48,2.57,82.73,65.41
2.87,1,55.66,51.07
1,1.84,5.25,92.81
5.49,4.34,65.93,75.39
1.56,3.86,69.16,79.17
1.86,2.32,72.01,82.73
2.32,1,71.14,63.31
3.39,1.68,83.21,61.85
3.67,1.8,88.42,60.34
1,1.72,9.74,79.02
7,5,8.11,80.52
5.7,4.69,96.92,64.85
2.62,3.37,62.76976795,54.04
3.958567264,1,15.43,58.11
3.33,2.34,71.25,59.16
5,2.49,79.53,74.25
2.34,2.56,37.34,72.57
1.78,4.17,62.97,70.4
6.1,1.26,83.92,58.76
3.958567264,1.8,80.09,63.67
3.17,2.92,62.76976795,45.52
6.48,2.7,94.23,40.76
5.14,2.81,84,55.32
3.52,2.97,68.13,57.23
4.79,2.15,84.18,58.59
1.16,3.89,9.11,84.43
5.36,2.87,73.41,64.12
4.34,1.44,22.18,68.55
5.39,5,16.33,64.52
7,1,66.92,47.57
6.53,4,57.54,67.71
6.59,2.909313072,81.68,56.29
3.93,3.4,83.7,60.88
3.51,2.42,26.06,65.41
3.85,1.19,4.44,42.27
5.3,2.9,89.64,86.05
6.45,1.8,62.76976795,33.5
2.1,2.16,67.2,68.28
6.09,2.08,74.73,44
6.2,1.1,90.93,45.4
3.958567264,3.21,91.93,39.7
6.63,1,65.17,36.68
2.79,2.909313072,62.36,63.59
1.49,4.27,86.01,100
1.76,2.16,28.08,71.72
3.958567264,3.09,60.73,54.06
4.9,5,77.36,66.12
6.15,2.99,83.94,76.38
6.06,2.73,52.65,34.67
5.18,1.92,53,53.16
1,3.89,1.62,100
2.48,1.52,92.97,72.93
1.32,2.84,46.24,83.52
2.71,1.76,71.44,61.19
4.08,4.53,92.27,94.41
1.08,4.73,3.69,100
3.57,5,55.31,85.39
1.68,1.26,65.99,70.64
4.43,1,59.9,55.19
3.34,2.77,70.93,54.49
3.69,4,64.34,77.14
3.65,3.66,66.96,86.37
6.75,4.28,75.78,45.96
2.14,2.63,58.45,81.53
3.69,1.46,90.31,53.38
5.15,4.34,57.28,53.79
4.02,5,74.05,71.86
6.82,3.34,63.45,54.52
3.55,1.43,51.69,64.97
4.06,1,68.05,50.04
2,5,43.93,93.27
5.03,4.36,64.8,87.9
2.73,4,99.52,96.16
1.87,1.88,81.56,83.97
4.69,2.2,89.67,67.84
4.3,3.68,50.72,46.54
1.25,3,94.02,100
5.25,1.36,97.7,71.9
3.958567264,3.52,78.76,74.65
2.48,5,87.69,84.87
3.6,4.18,75.64,81.06
5.77,1.8,37.23,41.98
4.66,1,17.71,65.04
3.1,5,79.84,82.92
3.33,2.58,78.97,93.02
5.04,4.54,82.96,75.87
3.958567264,2.45,92.8,60.33
5.2,1.45,86.6,62.47
1.26,5,36.74,89.96
3.93,3.76,73.34,73.05
6.75,1.43,99.01,71.52
1.57,2.97,41.75,72.73
6.84,3.7,96.91,72.54
7,3.01,90.67,58
1.94,3.96,83.3,97.76
6.16,1,67.47,40.9
3.6,1,8.47,67.29
5.65,5,82.17,70.48
3.35,1,7.76,50.06
3.91,2.05,42.16,72.55
5.09,4.53,88.02,66.82
5.88,3.8,65.61,67.77
1,2.93,0,77.46
4.19,1.8,74.73,48.43
2.56,2.909313072,66.16,87.14
2.66,3.09,70.65,69.05
2.67,1.8,94.77,65.83
4.15,1,67.98,52.18
3.14,5,30.53,87.98
1.49,2.58,62.76976795,64.38
1.54,3.24,4.98,81.76
1.58,1.68,0,74.11
4.31,5,21.99,74.7
3.958567264,3.82,59.03,70.66
1.74,3.19,61.28,83.47
3.958567264,1.84,79.9,37.4
5.73,3.52,56.25,67.69
4.67,4.38,98.92,68.57
5.08,2.73,62.76976795,84.52
6,2.78,91.11,62.61
1.68,3.58,88.43,89.86
4.39,1.08,85.68,52.19
5.15,5,65.24,80.98
4.87,1.35,55.02,54.6
5.86,3.21,83.92,56.15
1.1,1.8,62.76976795,58.86
5.1,1.39,89.29,52.58
4.2,1,97.84,59.32
3.25,3.11,95.07,67.67
3.35,5,55.75,86.18
4.78,2.27,68.48,55.48
6.74,4.7,68.22,60.54
3.99,2.13,56.11,49.55
5.67,3.16,54.91,52.3
3.04,2.73,69.24,70.48
1.98,5,99.6,100
1,5,78.45,99.69
1,3.62,81.09,84.3
2.84,3.9,73.55,83.72
2.94,2.57,83.12,60.68
5.34,3.05,97.83,70.25
4.98,1,79.43,48.97
1.33,1.39,53.25,63.56
3.958567264,1,52.08,67.69
2.92,2.88,99.64,87.96
4.62,4.56,69.37,60.81
2.05,3.8,9.99,86.88
1.77,2.06,55.33,68.8
6.38,2.15,57.06,37.24
6.18,4.74,62.21,77.07
1.92,4,65.02,87.62
3.3,5,65.27,85.63
3.55,3.09,69.36,73.62
3.958567264,3.01,98.32,78.96
4.46,3.01,54.22,74.51
2.27,1.8,90.94,66.96
5.8,1,67.08,44.17
3.58,2.909313072,92.47,59.99
2.37,3.88,99.59,79.56
3.7,2.69,67.43,69.71
4.37,3.99,19.85,85.87
2.8,4.32,31.11,67.53
2.44,3.7,87.94,88.95
2.96,3.57,57.25,76.86
3.958567264,2.909313072,7.98,65.28
5.7,2.83,60.22,36.01
1.78,3.98,67.78,79.79
1.05,2.8,5.24,79.16
5.4,4.79,0,86.21
5.76,2.23,65.81,60.09
5.8,3.59,70.65,71.9
3.96,1,80.6,69.09
1.83,5,62.76976795,90.67
5,2.39,87.46,68.06
5.29,1,76.03,44.3
2.49,2.91,75.52,60.6
6.28,1,81.57,37.74
1.7,3.28,45.52,74.1
6.47,2.909313072,67.33,62.97
6.6,1.49,66.52,43.43
4.92,3.22,63.49,60.05
6.2,1.96,77.44,50.01
5,3.19,68.01,71.79
1.74,4.99,77.02,86.67
3.33,3.1,70.3,80.36
1.35,3.9,91.84,83.74
3.58,1.94,53.66,53.45
5.22,4,78.61,77.21
3.26,1.8,78.78,63.73
3.41,3.76,69.19,60.03
4.37,2.909313072,71.05,55.15
3.958567264,1.7,90.01,65.24
1,5,5.72,81.33
2.99,1.61,93.57,78.2
1.91,2.46,63.66,77.72
4.9,1,82.53,46.76
2.03,5,88.64,100
4.54,4.63,80.65,61.97
2.82,2.43,76.26,69.23
2.29,4.16,98.33,89.49
6.19,2.57,64.13,36.86
1.34,1.8,8.53,63.91
3.6,3.42,64.37,61.68
1.35,2.71,8.06,69.63
4.23,3.58,28.14,55.42
3.83,5,95.44,84.55
3.958567264,3.92,6.97,70.64
1.55,3.73,92.5,81.66
2.96,1.76,62.46,74.62
4.53,5,6.7,79.45
6.15,1,13.62,36.53
4.12,4.13,62.89,77.21
4.05,3.14,74.52,69.01
1.71,1.38,97.31,67.73
2.51,2.909313072,35.46,68.47
1.48,3.73,81.99,83.61
2.37,1.76,71.39,82.34
1.91,1,52.34,54.37
3.66,1.14,75.18,68.27
4.55,5,53.3,63.33
7,1.79,94.18,57.64
2.08,4,54.01,91.83
5.19,4,68.93,78.27
5.43,4.48,82.01,54.71
4.64,5,55.6,83.31
2.09,1,85.13,57.84
2.92,2.61,91.14,61.15
1.62,2.32,1.32,85.5
3.12,5,64.21,71.59
5.79,4.32,63.19,66.15
1.35,2.71,7.14,79.36
2.08,1.3,98.39,72.52
5.38,1,96.03,59.12
5.64,3.41,67.98,67.87
3.24,2.47,64.19,91.06
5.17,2.7,96.07,71.81
3.48,2.909313072,27.75,71.13
1.47,1.39,64.94,82.39
3.51,3.41,30.21,51.73
4.63,1,67.16,61.17
6.35,1.78,59.94,56.82
3.958567264,1.15,75.35,84.96
4.5,1.8,92.17,51.47
3.35,3.81,76.4,95.86
3.96,4.18,56.17,70.9
